state,state_code,year,age_group,gender,race,deaths
Nevada,32,2008,45-54 years,Male,White,58
Nevada,32,2008,55-64 years,Female,White,18
Nevada,32,2008,55-64 years,Male,White,29
Nevada,32,2009,15-24 years,Male,White,35
Nevada,32,2009,25-34 years,Female,White,17
Nevada,32,2009,25-34 years,Male,White,39
Nevada,32,2009,35-44 years,Female,White,43
Nevada,32,2009,35-44 years,Male,White,44
Nevada,32,2009,45-54 years,Female,White,70
Nevada,32,2009,45-54 years,Male,White,63
Nevada,32,2009,55-64 years,Female,White,32
Nevada,32,2009,55-64 years,Male,White,40
Nevada,32,2010,15-24 years,Female,White,15
Nevada,32,2010,15-24 years,Male,White,27
Nevada,32,2010,25-34 years,Female,White,21
Nevada,32,2010,25-34 years,Male,White,42
Nevada,32,2010,35-44 years,Female,White,44
Nevada,32,2010,35-44 years,Male,White,45
Nevada,32,2010,45-54 years,Female,White,48
Nevada,32,2010,45-54 years,Male,White,62
Nevada,32,2010,55-64 years,Female,White,35
Nevada,32,2010,55-64 years,Male,White,43
Nevada,32,2010,65-74 years,Female,White,10
Nevada,32,2011,15-24 years,Female,White,12
Nevada,32,2011,15-24 years,Male,White,40
Nevada,32,2011,25-34 years,Female,White,23
Nevada,32,2011,25-34 years,Male,White,55
Nevada,32,2011,35-44 years,Female,White,31
Nevada,32,2011,35-44 years,Male,White,48
Nevada,32,2011,45-54 years,Female,White,52
Nevada,32,2011,45-54 years,Male,White,65
Nevada,32,2011,55-64 years,Female,White,31
Nevada,32,2011,55-64 years,Male,White,43
Nevada,32,2011,65-74 years,Female,White,11
Nevada,32,2012,15-24 years,Female,White,10
Nevada,32,2012,15-24 years,Male,White,23
Nevada,32,2012,25-34 years,Female,White,22
Nevada,32,2012,25-34 years,Male,White,40
Nevada,32,2012,35-44 years,Female,White,29
Nevada,32,2012,35-44 years,Male,White,43
Nevada,32,2012,45-54 years,Female,White,61
Nevada,32,2012,45-54 years,Male,White,61
Nevada,32,2012,55-64 years,Female,White,42
Nevada,32,2012,55-64 years,Male,White,37
Nevada,32,2012,65-74 years,Female,White,15
Nevada,32,2013,15-24 years,Male,White,24
Nevada,32,2013,25-34 years,Female,White,20
Nevada,32,2013,25-34 years,Male,White,43
Nevada,32,2013,35-44 years,Female,White,23
Nevada,32,2013,35-44 years,Male,White,36
Nevada,32,2013,45-54 years,Female,White,48
Nevada,32,2013,45-54 years,Male,White,58
Nevada,32,2013,55-64 years,Female,White,42
Nevada,32,2013,55-64 years,Male,White,30
Nevada,32,2013,65-74 years,Female,White,15
Nevada,32,2014,15-24 years,Male,White,24
Nevada,32,2014,25-34 years,Female,White,17
Nevada,32,2014,25-34 years,Male,White,45
Nevada,32,2014,35-44 years,Female,White,31
Nevada,32,2014,35-44 years,Male,White,28
Nevada,32,2014,45-54 years,Female,White,42
Nevada,32,2014,45-54 years,Male,White,46
Nevada,32,2014,55-64 years,Female,White,34
Nevada,32,2014,55-64 years,Male,White,33
Nevada,32,2014,65-74 years,Female,White,15
Nevada,32,2014,65-74 years,Male,White,13
New Hampshire,33,1999,35-44 years,Male,White,13
New Hampshire,33,2000,35-44 years,Male,White,12
New Hampshire,33,2001,35-44 years,Female,White,11
New Hampshire,33,2001,35-44 years,Male,White,12
New Hampshire,33,2002,15-24 years,Male,White,11
New Hampshire,33,2002,25-34 years,Male,White,17
New Hampshire,33,2002,35-44 years,Female,White,11
New Hampshire,33,2002,35-44 years,Male,White,15
New Hampshire,33,2003,25-34 years,Male,White,11
New Hampshire,33,2003,35-44 years,Male,White,23
New Hampshire,33,2003,45-54 years,Male,White,20
New Hampshire,33,2004,15-24 years,Male,White,10
New Hampshire,33,2004,25-34 years,Male,White,17
New Hampshire,33,2004,35-44 years,Female,White,12
New Hampshire,33,2004,35-44 years,Male,White,20
New Hampshire,33,2004,45-54 years,Male,White,11
New Hampshire,33,2005,15-24 years,Male,White,14
New Hampshire,33,2005,25-34 years,Male,White,11
New Hampshire,33,2005,35-44 years,Female,White,10
New Hampshire,33,2005,35-44 years,Male,White,30
New Hampshire,33,2005,45-54 years,Male,White,20
New Hampshire,33,2006,15-24 years,Male,White,12
New Hampshire,33,2006,35-44 years,Female,White,11
New Hampshire,33,2006,35-44 years,Male,White,20
New Hampshire,33,2006,45-54 years,Female,White,15
New Hampshire,33,2006,45-54 years,Male,White,15
New Hampshire,33,2007,15-24 years,Male,White,22
New Hampshire,33,2007,25-34 years,Male,White,22
New Hampshire,33,2007,35-44 years,Female,White,14
New Hampshire,33,2007,35-44 years,Male,White,19
New Hampshire,33,2007,45-54 years,Female,White,20
New Hampshire,33,2007,45-54 years,Male,White,19
New Hampshire,33,2008,25-34 years,Male,White,15
New Hampshire,33,2008,35-44 years,Female,White,10
New Hampshire,33,2008,35-44 years,Male,White,10
New Hampshire,33,2008,45-54 years,Female,White,15
New Hampshire,33,2008,45-54 years,Male,White,16
New Hampshire,33,2009,15-24 years,Male,White,12
New Hampshire,33,2009,25-34 years,Male,White,23
New Hampshire,33,2009,35-44 years,Female,White,10
New Hampshire,33,2009,35-44 years,Male,White,18
New Hampshire,33,2009,45-54 years,Female,White,13
New Hampshire,33,2009,45-54 years,Male,White,22
New Hampshire,33,2010,25-34 years,Male,White,24
New Hampshire,33,2010,35-44 years,Female,White,11
New Hampshire,33,2010,35-44 years,Male,White,18
New Hampshire,33,2010,45-54 years,Female,White,12
New Hampshire,33,2010,45-54 years,Male,White,25
New Hampshire,33,2011,15-24 years,Male,White,12
New Hampshire,33,2011,25-34 years,Female,White,10
New Hampshire,33,2011,25-34 years,Male,White,23
New Hampshire,33,2011,35-44 years,Female,White,10
New Hampshire,33,2011,35-44 years,Male,White,24
New Hampshire,33,2011,45-54 years,Female,White,18
New Hampshire,33,2011,45-54 years,Male,White,24
New Hampshire,33,2011,55-64 years,Female,White,13
New Hampshire,33,2011,55-64 years,Male,White,12
New Hampshire,33,2012,25-34 years,Male,White,28
New Hampshire,33,2012,35-44 years,Female,White,14
New Hampshire,33,2012,35-44 years,Male,White,20
New Hampshire,33,2012,45-54 years,Female,White,20
New Hampshire,33,2012,45-54 years,Male,White,14
New Hampshire,33,2013,15-24 years,Male,White,12
New Hampshire,33,2013,25-34 years,Male,White,28
New Hampshire,33,2013,35-44 years,Female,White,12
New Hampshire,33,2013,35-44 years,Male,White,21
New Hampshire,33,2013,45-54 years,Female,White,13
New Hampshire,33,2013,45-54 years,Male,White,32
New Hampshire,33,2013,55-64 years,Male,White,13
New Hampshire,33,2014,15-24 years,Male,White,23
New Hampshire,33,2014,25-34 years,Female,White,26
New Hampshire,33,2014,25-34 years,Male,White,70
New Hampshire,33,2014,35-44 years,Female,White,15
New Hampshire,33,2014,35-44 years,Male,White,46
New Hampshire,33,2014,45-54 years,Female,White,21
New Hampshire,33,2014,45-54 years,Male,White,46
New Hampshire,33,2014,55-64 years,Female,White,13
New Hampshire,33,2014,55-64 years,Male,White,21
New Jersey,34,1999,15-24 years,Male,White,23
New Jersey,34,1999,25-34 years,Male,White,44
New Jersey,34,1999,35-44 years,Female,White,21
New Jersey,34,1999,35-44 years,Male,Black or African American,27
New Jersey,34,1999,35-44 years,Male,White,88
New Jersey,34,1999,45-54 years,Female,White,14
New Jersey,34,1999,45-54 years,Male,Black or African American,17
New Jersey,34,1999,45-54 years,Male,White,41
New Jersey,34,2000,15-24 years,Male,White,36
New Jersey,34,2000,25-34 years,Female,White,13
New Jersey,34,2000,25-34 years,Male,Black or African American,13
New Jersey,34,2000,25-34 years,Male,White,56
New Jersey,34,2000,35-44 years,Female,White,20
New Jersey,34,2000,35-44 years,Male,Black or African American,26
New Jersey,34,2000,35-44 years,Male,White,89
New Jersey,34,2000,45-54 years,Female,White,12
New Jersey,34,2000,45-54 years,Male,Black or African American,15
New Jersey,34,2000,45-54 years,Male,White,36
New Jersey,34,2001,15-24 years,Female,White,10
New Jersey,34,2001,15-24 years,Male,White,28
New Jersey,34,2001,25-34 years,Female,White,12
New Jersey,34,2001,25-34 years,Male,Black or African American,14
New Jersey,34,2001,25-34 years,Male,White,66
New Jersey,34,2001,35-44 years,Female,Black or African American,18
New Jersey,34,2001,35-44 years,Female,White,23
New Jersey,34,2001,35-44 years,Male,Black or African American,18
New Jersey,34,2001,35-44 years,Male,White,87
New Jersey,34,2001,45-54 years,Female,White,16
New Jersey,34,2001,45-54 years,Male,Black or African American,18
New Jersey,34,2001,45-54 years,Male,White,55
New Jersey,34,2002,15-24 years,Male,White,35
New Jersey,34,2002,25-34 years,Female,White,20
New Jersey,34,2002,25-34 years,Male,White,73
New Jersey,34,2002,35-44 years,Female,Black or African American,16
New Jersey,34,2002,35-44 years,Female,White,33
New Jersey,34,2002,35-44 years,Male,Black or African American,41
New Jersey,34,2002,35-44 years,Male,White,104
New Jersey,34,2002,45-54 years,Female,Black or African American,10
New Jersey,34,2002,45-54 years,Female,White,23
New Jersey,34,2002,45-54 years,Male,Black or African American,13
New Jersey,34,2002,45-54 years,Male,White,77
New Jersey,34,2003,15-24 years,Male,White,42
New Jersey,34,2003,25-34 years,Female,White,13
New Jersey,34,2003,25-34 years,Male,Black or African American,11
New Jersey,34,2003,25-34 years,Male,White,74
New Jersey,34,2003,35-44 years,Female,Black or African American,12
New Jersey,34,2003,35-44 years,Female,White,28
New Jersey,34,2003,35-44 years,Male,Black or African American,19
New Jersey,34,2003,35-44 years,Male,White,92
New Jersey,34,2003,45-54 years,Female,Black or African American,10
New Jersey,34,2003,45-54 years,Female,White,22
New Jersey,34,2003,45-54 years,Male,Black or African American,22
New Jersey,34,2003,45-54 years,Male,White,60
New Jersey,34,2003,55-64 years,Male,White,10
New Jersey,34,2004,15-24 years,Female,White,18
New Jersey,34,2004,15-24 years,Male,White,19
New Jersey,34,2004,25-34 years,Female,White,11
New Jersey,34,2004,25-34 years,Male,White,47
New Jersey,34,2004,35-44 years,Female,Black or African American,10
New Jersey,34,2004,35-44 years,Female,White,16
New Jersey,34,2004,35-44 years,Male,Black or African American,14
New Jersey,34,2004,35-44 years,Male,White,65
New Jersey,34,2004,45-54 years,Male,White,43
New Jersey,34,2004,55-64 years,Male,White,11
New Jersey,34,2005,15-24 years,Female,White,11
New Jersey,34,2005,15-24 years,Male,White,32
New Jersey,34,2005,25-34 years,Female,White,13
New Jersey,34,2005,25-34 years,Male,White,80
New Jersey,34,2005,35-44 years,Female,Black or African American,13
New Jersey,34,2005,35-44 years,Female,White,28
New Jersey,34,2005,35-44 years,Male,Black or African American,22
New Jersey,34,2005,35-44 years,Male,White,73
New Jersey,34,2005,45-54 years,Female,White,19
New Jersey,34,2005,45-54 years,Male,Black or African American,26
New Jersey,34,2005,45-54 years,Male,White,57
New Jersey,34,2005,55-64 years,Male,White,10
New Jersey,34,2006,15-24 years,Male,White,33
New Jersey,34,2006,25-34 years,Male,White,60
New Jersey,34,2006,35-44 years,Female,White,30
New Jersey,34,2006,35-44 years,Male,Black or African American,17
New Jersey,34,2006,35-44 years,Male,White,61
New Jersey,34,2006,45-54 years,Female,White,24
New Jersey,34,2006,45-54 years,Male,Black or African American,15
New Jersey,34,2006,45-54 years,Male,White,62
New Jersey,34,2006,55-64 years,Male,White,10
New Jersey,34,2007,15-24 years,Female,White,11
New Jersey,34,2007,15-24 years,Male,White,22
New Jersey,34,2007,25-34 years,Female,White,10
New Jersey,34,2007,25-34 years,Male,White,55
New Jersey,34,2007,35-44 years,Female,Black or African American,11
New Jersey,34,2007,35-44 years,Female,White,21
New Jersey,34,2007,35-44 years,Male,Black or African American,17
New Jersey,34,2007,35-44 years,Male,White,75
New Jersey,34,2007,45-54 years,Female,White,29
New Jersey,34,2007,45-54 years,Male,White,39
New Jersey,34,2008,15-24 years,Male,White,43
New Jersey,34,2008,25-34 years,Female,White,13
New Jersey,34,2008,25-34 years,Male,White,52
New Jersey,34,2008,35-44 years,Female,White,19
New Jersey,34,2008,35-44 years,Male,White,50
New Jersey,34,2008,45-54 years,Female,White,32
New Jersey,34,2008,45-54 years,Male,White,45
New Jersey,34,2008,55-64 years,Male,White,16
New Jersey,34,2009,15-24 years,Male,White,12
New Jersey,34,2009,25-34 years,Male,White,13
New Jersey,34,2010,15-24 years,Female,White,18
New Jersey,34,2010,15-24 years,Male,White,35
New Jersey,34,2010,25-34 years,Female,White,12
New Jersey,34,2010,25-34 years,Male,White,51
New Jersey,34,2010,35-44 years,Female,White,27
New Jersey,34,2010,35-44 years,Male,White,55
New Jersey,34,2010,45-54 years,Female,White,25
New Jersey,34,2010,45-54 years,Male,Black or African American,12
New Jersey,34,2010,45-54 years,Male,White,60
New Jersey,34,2010,55-64 years,Female,White,13
New Jersey,34,2010,55-64 years,Male,White,17
New Jersey,34,2011,15-24 years,Female,White,14
New Jersey,34,2011,15-24 years,Male,White,53
New Jersey,34,2011,25-34 years,Female,White,24
New Jersey,34,2011,25-34 years,Male,White,75
New Jersey,34,2011,35-44 years,Female,White,23
New Jersey,34,2011,35-44 years,Male,White,63
New Jersey,34,2011,45-54 years,Female,White,31
New Jersey,34,2011,45-54 years,Male,Black or African American,11
New Jersey,34,2011,45-54 years,Male,White,72
New Jersey,34,2011,55-64 years,Female,White,20
New Jersey,34,2011,55-64 years,Male,White,24
New Jersey,34,2012,15-24 years,Female,White,16
New Jersey,34,2012,15-24 years,Male,White,57
New Jersey,34,2012,25-34 years,Female,White,28
New Jersey,34,2012,25-34 years,Male,Black or African American,10
New Jersey,34,2012,25-34 years,Male,White,106
New Jersey,34,2012,35-44 years,Female,White,40
New Jersey,34,2012,35-44 years,Male,Black or African American,10
New Jersey,34,2012,35-44 years,Male,White,88
New Jersey,34,2012,45-54 years,Female,Black or African American,11
New Jersey,34,2012,45-54 years,Female,White,48
New Jersey,34,2012,45-54 years,Male,Black or African American,17
New Jersey,34,2012,45-54 years,Male,White,90
New Jersey,34,2012,55-64 years,Male,White,39
New Jersey,34,2013,15-24 years,Female,White,31
New Jersey,34,2013,15-24 years,Male,White,56
New Jersey,34,2013,25-34 years,Female,White,37
New Jersey,34,2013,25-34 years,Male,Black or African American,10
New Jersey,34,2013,25-34 years,Male,White,125
New Jersey,34,2013,35-44 years,Female,White,38
New Jersey,34,2013,35-44 years,Male,Black or African American,14
New Jersey,34,2013,35-44 years,Male,White,75
New Jersey,34,2013,45-54 years,Female,Black or African American,17
New Jersey,34,2013,45-54 years,Female,White,52
New Jersey,34,2013,45-54 years,Male,Black or African American,14
New Jersey,34,2013,45-54 years,Male,White,95
New Jersey,34,2013,55-64 years,Female,White,16
New Jersey,34,2013,55-64 years,Male,Black or African American,14
New Jersey,34,2013,55-64 years,Male,White,42
New Jersey,34,2014,15-24 years,Female,White,17
New Jersey,34,2014,15-24 years,Male,White,67
New Jersey,34,2014,25-34 years,Female,White,35
New Jersey,34,2014,25-34 years,Male,White,135
New Jersey,34,2014,35-44 years,Female,White,51
New Jersey,34,2014,35-44 years,Male,White,90
New Jersey,34,2014,45-54 years,Female,Black or African American,13
New Jersey,34,2014,45-54 years,Female,White,46
New Jersey,34,2014,45-54 years,Male,Black or African American,20
New Jersey,34,2014,45-54 years,Male,White,107
New Jersey,34,2014,55-64 years,Female,Black or African American,10
New Jersey,34,2014,55-64 years,Female,White,32
New Jersey,34,2014,55-64 years,Male,White,46
New Mexico,35,1999,15-24 years,Male,White,10
New Mexico,35,1999,25-34 years,Male,White,29
New Mexico,35,1999,35-44 years,Female,White,18
New Mexico,35,1999,35-44 years,Male,White,56
New Mexico,35,1999,45-54 years,Male,White,43
New Mexico,35,2000,15-24 years,Male,White,13
New Mexico,35,2000,25-34 years,Male,White,23
New Mexico,35,2000,35-44 years,Female,White,10
New Mexico,35,2000,35-44 years,Male,White,53
New Mexico,35,2000,45-54 years,Female,White,10
New Mexico,35,2000,45-54 years,Male,White,38
New Mexico,35,2001,25-34 years,Male,White,17
New Mexico,35,2001,35-44 years,Female,White,17
New Mexico,35,2001,35-44 years,Male,White,28
New Mexico,35,2001,45-54 years,Female,White,16
New Mexico,35,2001,45-54 years,Male,White,35
New Mexico,35,2002,25-34 years,Male,White,26
New Mexico,35,2002,35-44 years,Female,White,21
New Mexico,35,2002,35-44 years,Male,White,62
New Mexico,35,2002,45-54 years,Female,White,11
New Mexico,35,2002,45-54 years,Male,White,39
New Mexico,35,2003,15-24 years,Male,White,11
New Mexico,35,2003,25-34 years,Female,White,15
New Mexico,35,2003,25-34 years,Male,White,35
New Mexico,35,2003,35-44 years,Female,White,20
New Mexico,35,2003,35-44 years,Male,White,48
New Mexico,35,2003,45-54 years,Female,White,20
New Mexico,35,2003,45-54 years,Male,White,35
New Mexico,35,2003,55-64 years,Male,White,12
New Mexico,35,2004,15-24 years,Male,White,14
New Mexico,35,2004,25-34 years,Male,White,17
New Mexico,35,2004,35-44 years,Female,White,21
New Mexico,35,2004,35-44 years,Male,White,43
New Mexico,35,2004,45-54 years,Female,White,21
New Mexico,35,2004,45-54 years,Male,White,32
New Mexico,35,2004,55-64 years,Female,White,10
New Mexico,35,2005,25-34 years,Male,White,28
New Mexico,35,2005,35-44 years,Female,White,14
New Mexico,35,2005,35-44 years,Male,White,50
New Mexico,35,2005,45-54 years,Female,White,16
New Mexico,35,2005,45-54 years,Male,White,44
New Mexico,35,2005,55-64 years,Male,White,13
New Mexico,35,2006,15-24 years,Male,White,11
New Mexico,35,2006,25-34 years,Female,White,12
New Mexico,35,2006,25-34 years,Male,White,33
New Mexico,35,2006,35-44 years,Female,White,17
New Mexico,35,2006,35-44 years,Male,White,39
New Mexico,35,2006,45-54 years,Female,White,36
New Mexico,35,2006,45-54 years,Male,White,40
New Mexico,35,2006,55-64 years,Female,White,14
New Mexico,35,2006,55-64 years,Male,White,21
New Mexico,35,2007,15-24 years,Male,White,23
New Mexico,35,2007,25-34 years,Female,White,18
New Mexico,35,2007,25-34 years,Male,White,41
New Mexico,35,2007,35-44 years,Female,White,15
New Mexico,35,2007,35-44 years,Male,White,38
New Mexico,35,2007,45-54 years,Female,White,23
New Mexico,35,2007,45-54 years,Male,White,55
New Mexico,35,2007,55-64 years,Male,White,21
New Mexico,35,2008,15-24 years,Male,White,21
New Mexico,35,2008,25-34 years,Female,White,13
New Mexico,35,2008,25-34 years,Male,White,55
New Mexico,35,2008,35-44 years,Female,White,19
New Mexico,35,2008,35-44 years,Male,White,53
New Mexico,35,2008,45-54 years,Female,White,28
New Mexico,35,2008,45-54 years,Male,White,67
New Mexico,35,2008,55-64 years,Female,White,18
New Mexico,35,2008,55-64 years,Male,White,17
New Mexico,35,2009,15-24 years,Male,White,21
New Mexico,35,2009,25-34 years,Male,White,29
New Mexico,35,2009,35-44 years,Female,White,12
New Mexico,35,2009,35-44 years,Male,White,33
New Mexico,35,2009,45-54 years,Female,White,21
New Mexico,35,2009,45-54 years,Male,White,29
New Mexico,35,2009,55-64 years,Male,White,15
New Mexico,35,2010,15-24 years,Male,White,16
New Mexico,35,2010,25-34 years,Female,White,14
New Mexico,35,2010,25-34 years,Male,White,33
New Mexico,35,2010,35-44 years,Male,White,28
New Mexico,35,2010,45-54 years,Female,White,13
New Mexico,35,2010,45-54 years,Male,White,26
New Mexico,35,2010,55-64 years,Male,White,18
New Mexico,35,2011,15-24 years,Male,White,24
New Mexico,35,2011,25-34 years,Female,White,17
New Mexico,35,2011,25-34 years,Male,White,30
New Mexico,35,2011,35-44 years,Female,White,18
New Mexico,35,2011,35-44 years,Male,White,29
New Mexico,35,2011,45-54 years,Female,White,18
New Mexico,35,2011,45-54 years,Male,White,33
New Mexico,35,2011,55-64 years,Male,White,30
New Mexico,35,2012,15-24 years,Male,White,18
New Mexico,35,2012,25-34 years,Female,White,21
New Mexico,35,2012,25-34 years,Male,White,45
New Mexico,35,2012,35-44 years,Female,White,32
New Mexico,35,2012,35-44 years,Male,White,46
New Mexico,35,2012,45-54 years,Female,White,28
New Mexico,35,2012,45-54 years,Male,White,39
New Mexico,35,2012,55-64 years,Female,White,14
New Mexico,35,2012,55-64 years,Male,White,30
New Mexico,35,2013,15-24 years,Male,White,24
New Mexico,35,2013,25-34 years,Female,White,11
New Mexico,35,2013,25-34 years,Male,White,42
New Mexico,35,2013,35-44 years,Female,White,24
New Mexico,35,2013,35-44 years,Male,White,44
New Mexico,35,2013,45-54 years,Female,White,28
New Mexico,35,2013,45-54 years,Male,White,52
New Mexico,35,2013,55-64 years,Female,White,29
New Mexico,35,2013,55-64 years,Male,White,26
New Mexico,35,2014,15-24 years,Male,White,19
New Mexico,35,2014,25-34 years,Female,White,29
New Mexico,35,2014,25-34 years,Male,White,61
New Mexico,35,2014,35-44 years,Female,White,26
New Mexico,35,2014,35-44 years,Male,White,61
New Mexico,35,2014,45-54 years,Female,White,46
New Mexico,35,2014,45-54 years,Male,White,45
New Mexico,35,2014,55-64 years,Female,White,32
New Mexico,35,2014,55-64 years,Male,White,29
New Mexico,35,2014,65-74 years,Female,White,10
New York,36,1999,15-24 years,Male,White,17
New York,36,1999,25-34 years,Female,White,18
New York,36,1999,25-34 years,Male,Black or African American,19
New York,36,1999,25-34 years,Male,White,93
New York,36,1999,35-44 years,Female,Black or African American,23
New York,36,1999,35-44 years,Female,White,30
New York,36,1999,35-44 years,Male,Black or African American,33
New York,36,1999,35-44 years,Male,White,165
New York,36,1999,45-54 years,Female,Black or African American,18
New York,36,1999,45-54 years,Female,White,29
New York,36,1999,45-54 years,Male,Black or African American,38
New York,36,1999,45-54 years,Male,White,88
New York,36,1999,55-64 years,Male,White,13
New York,36,2000,15-24 years,Male,White,15
New York,36,2000,25-34 years,Female,White,22
New York,36,2000,25-34 years,Male,Black or African American,12
New York,36,2000,25-34 years,Male,White,63
New York,36,2000,35-44 years,Female,Black or African American,12
New York,36,2000,35-44 years,Female,White,35
New York,36,2000,35-44 years,Male,Black or African American,30
New York,36,2000,35-44 years,Male,White,121
New York,36,2000,45-54 years,Female,White,22
New York,36,2000,45-54 years,Male,Black or African American,30
New York,36,2000,45-54 years,Male,White,77
New York,36,2001,15-24 years,Male,White,44
New York,36,2001,25-34 years,Female,White,18
New York,36,2001,25-34 years,Male,White,82
New York,36,2001,35-44 years,Female,White,39
New York,36,2001,35-44 years,Male,Black or African American,33
New York,36,2001,35-44 years,Male,White,142
New York,36,2001,45-54 years,Female,White,20
New York,36,2001,45-54 years,Male,Black or African American,35
New York,36,2001,45-54 years,Male,White,110
New York,36,2001,55-64 years,Male,Black or African American,13
New York,36,2001,55-64 years,Male,White,20
New York,36,2002,15-24 years,Male,White,39
New York,36,2002,25-34 years,Female,White,17
New York,36,2002,25-34 years,Male,White,57
New York,36,2002,35-44 years,Female,Black or African American,12
New York,36,2002,35-44 years,Female,White,47
New York,36,2002,35-44 years,Male,Black or African American,26
New York,36,2002,35-44 years,Male,White,132
New York,36,2002,45-54 years,Female,Black or African American,13
New York,36,2002,45-54 years,Female,White,39
New York,36,2002,45-54 years,Male,Black or African American,39
New York,36,2002,45-54 years,Male,White,84
New York,36,2002,55-64 years,Male,White,13
New York,36,2003,15-24 years,Male,White,30
New York,36,2003,25-34 years,Female,White,11
New York,36,2003,25-34 years,Male,Black or African American,10
New York,36,2003,25-34 years,Male,White,72
New York,36,2003,35-44 years,Female,Black or African American,11
New York,36,2003,35-44 years,Female,White,40
New York,36,2003,35-44 years,Male,Black or African American,25
New York,36,2003,35-44 years,Male,White,109
New York,36,2003,45-54 years,Female,Black or African American,13
New York,36,2003,45-54 years,Female,White,40
New York,36,2003,45-54 years,Male,Black or African American,39
New York,36,2003,45-54 years,Male,White,105
New York,36,2003,55-64 years,Male,White,27
New York,36,2004,15-24 years,Male,White,26
New York,36,2004,25-34 years,Female,White,10
New York,36,2004,25-34 years,Male,White,40
New York,36,2004,35-44 years,Female,Black or African American,10
New York,36,2004,35-44 years,Female,White,31
New York,36,2004,35-44 years,Male,Black or African American,15
New York,36,2004,35-44 years,Male,White,116
New York,36,2004,45-54 years,Female,Black or African American,15
New York,36,2004,45-54 years,Female,White,39
New York,36,2004,45-54 years,Male,Black or African American,28
New York,36,2004,45-54 years,Male,White,72
New York,36,2004,55-64 years,Male,Black or African American,10
New York,36,2004,55-64 years,Male,White,23
New York,36,2005,15-24 years,Female,White,12
New York,36,2005,15-24 years,Male,White,38
New York,36,2005,25-34 years,Male,White,55
New York,36,2005,35-44 years,Female,White,42
New York,36,2005,35-44 years,Male,Black or African American,21
New York,36,2005,35-44 years,Male,White,84
New York,36,2005,45-54 years,Female,Black or African American,18
New York,36,2005,45-54 years,Female,White,34
New York,36,2005,45-54 years,Male,Black or African American,50
New York,36,2005,45-54 years,Male,White,96
New York,36,2005,55-64 years,Male,Black or African American,11
New York,36,2005,55-64 years,Male,White,34
New York,36,2006,15-24 years,Female,White,15
New York,36,2006,15-24 years,Male,White,75
New York,36,2006,25-34 years,Female,White,37
New York,36,2006,25-34 years,Male,White,117
New York,36,2006,35-44 years,Female,Black or African American,20
New York,36,2006,35-44 years,Female,White,60
New York,36,2006,35-44 years,Male,Black or African American,28
New York,36,2006,35-44 years,Male,White,182
New York,36,2006,45-54 years,Female,Black or African American,25
New York,36,2006,45-54 years,Female,White,71
New York,36,2006,45-54 years,Male,Black or African American,43
New York,36,2006,45-54 years,Male,White,192
New York,36,2006,55-64 years,Female,White,20
New York,36,2006,55-64 years,Male,Black or African American,13
New York,36,2006,55-64 years,Male,White,52
New York,36,2007,15-24 years,Female,White,10
New York,36,2007,15-24 years,Male,White,69
New York,36,2007,25-34 years,Female,White,40
New York,36,2007,25-34 years,Male,White,159
New York,36,2007,35-44 years,Female,White,72
New York,36,2007,35-44 years,Male,Black or African American,14
New York,36,2007,35-44 years,Male,White,165
New York,36,2007,45-54 years,Female,Black or African American,28
New York,36,2007,45-54 years,Female,White,95
New York,36,2007,45-54 years,Male,Black or African American,34
New York,36,2007,45-54 years,Male,White,169
New York,36,2007,55-64 years,Female,White,37
New York,36,2007,55-64 years,Male,Black or African American,12
New York,36,2007,55-64 years,Male,White,68
New York,36,2008,15-24 years,Female,White,24
New York,36,2008,15-24 years,Male,White,78
New York,36,2008,25-34 years,Female,White,37
New York,36,2008,25-34 years,Male,White,155
New York,36,2008,35-44 years,Female,Black or African American,11
New York,36,2008,35-44 years,Female,White,73
New York,36,2008,35-44 years,Male,Black or African American,14
New York,36,2008,35-44 years,Male,White,154
New York,36,2008,45-54 years,Female,Black or African American,18
New York,36,2008,45-54 years,Female,White,115
New York,36,2008,45-54 years,Male,Black or African American,37
New York,36,2008,45-54 years,Male,White,206
New York,36,2008,55-64 years,Female,White,44
New York,36,2008,55-64 years,Male,Black or African American,18
New York,36,2008,55-64 years,Male,White,80
New York,36,2008,65-74 years,Male,White,12
New York,36,2009,15-24 years,Female,White,27
New York,36,2009,15-24 years,Male,White,78
New York,36,2009,25-34 years,Female,White,44
New York,36,2009,25-34 years,Male,White,146
New York,36,2009,35-44 years,Female,Black or African American,11
New York,36,2009,35-44 years,Female,White,72
New York,36,2009,35-44 years,Male,Black or African American,14
New York,36,2009,35-44 years,Male,White,156
New York,36,2009,45-54 years,Female,Black or African American,17
New York,36,2009,45-54 years,Female,White,103
New York,36,2009,45-54 years,Male,Black or African American,19
New York,36,2009,45-54 years,Male,White,191
New York,36,2009,55-64 years,Female,White,40
New York,36,2009,55-64 years,Male,Black or African American,19
New York,36,2009,55-64 years,Male,White,70
New York,36,2010,15-24 years,Female,White,27
New York,36,2010,15-24 years,Male,White,91
New York,36,2010,25-34 years,Female,White,45
New York,36,2010,25-34 years,Male,White,140
New York,36,2010,35-44 years,Female,White,75
New York,36,2010,35-44 years,Male,White,155
New York,36,2010,45-54 years,Female,Black or African American,16
New York,36,2010,45-54 years,Female,White,106
New York,36,2010,45-54 years,Male,Black or African American,31
New York,36,2010,45-54 years,Male,White,178
New York,36,2010,55-64 years,Female,White,40
